TrainAccuracy,TrainLoss,TestAccuracy,TestLoss,EpochTime,Totaltime
99.98,0.001662795210987315,84.47,0.7041530745881144,35.38919973373413,2251.1431682109833
99.9825,0.001586552419349755,84.42,0.7032228133593337,35.03479743003845,2286.1780886650085
99.9675,0.001856970195003305,84.38,0.7081337423665449,34.72546625137329,2320.9036605358124
99.98,0.0015901113901629288,83.97,0.7270684510950348,34.975300550460815,2355.8790781497955
99.965,0.0019342857589301275,84.04,0.7248790005895193,35.127352237701416,2391.006546974182
99.965,0.001984426093978982,84.38,0.7172958741606738,34.97007656097412,2425.976730823517
99.91250000000001,0.0032432696646803377,84.71,0.6983964939832688,34.93535327911377,2460.912200450897
99.94,0.002670244148621714,83.66,0.7547673527993262,35.03127884864807,2495.9436037540436
99.965,0.0022396178686660277,84.09,0.7387989478746662,35.17553782463074,2531.119251728058
99.97500000000001,0.002048354727865808,84.32,0.7194829909819178,35.30503225326538,2566.4244017601013
99.97,0.0019388872613055354,84.36,0.7387904160428181,35.306742429733276,2601.7312622070312
99.97749999999999,0.0015144578510076826,84.50999999999999,0.7152956532843644,34.989381313323975,2636.721526861191
99.97500000000001,0.0015670908883701486,84.19,0.7437781182166422,34.85435128211975,2671.5759880542755
99.99249999999999,0.0011161210512016624,84.58,0.7172786137166346,34.96425819396973,2706.5403578281403
99.99249999999999,0.0011132307293790292,84.58,0.7189556843751459,34.895601987838745,2741.4360797405243
99.9725,0.0014977152526349528,84.35000000000001,0.7575944545336126,34.88974332809448,2776.325935602188
99.9625,0.0018300922627895488,84.04,0.7429961270440836,34.95995879173279,2811.2860119342804
